,LANGUAGE,Match_ID
136,"^(?!.*assisting)copies of .*? and (indice|indices|index|indexes) (may|can) be produced,? displayed,? (used|utilized),? and circulated by or under the direction of (.{2,80}),? in whatever medium,? for research( purposes)?.?$",0000144
137,"^copies of .*? and (indices?|index(es)?) (may|can) be produced,? displayed,? used,? and circulated by or under the direction of (.{2,80}) or the assisting (society|organization),? in whatever medium,? for research purposes.?$",0000145
138,"^copies of .*? and (indices?|index(es)?) (may|can) be produced,? displayed,? used,? and circulated by or under the direction of the assisting (society|organization),? in whatever medium,? for research purposes.?$",0000146
139,^could we obtain your permission to scan the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and place the images on ?line also\?$,0000147
140,"^disposition of the copies (will|shall) be one for permanent storage in (.{2,80}) mountain film vault,? one copy for public access in (.{2,80}) library and a third print,? together with the original (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? returned to .*? for its use.?$",0000148
141,"^\(?c?\)? ?distribute copies of your materials to the public,? including permission to circulate,? or lend copies of your materials;?( and)?$",0000149
142,"^distribute copies of your materials to the public,? including permission to circulate,? transfer,? sell,? rent,? lease,? or lend copies of your materials;?( and)?$",0000150
143,^does not (intend|presume) to acquire any copyright (of|on|in|to)( the)? acquired (work\(?s?\)?|material\(?s?\)?).?$,0000151
144,"^donor irrevocably transfers and assigns all right,? title,? and interest in and to the acquisition property described above \(property\),? including but not limited to the physical embodiment of the property,? as well as any and all rights under copyright,? and all other ownership or intangible rights,? to (.{2,80}).?$",0000152
145,"^duplicated (microfilm|film) copies from (.{2,80}) master reels of (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) provided above are not to be given or sold to any (other )?(persons?|individuals?|people)? ?(or )?(entit(y|ies)|organizations?|institutions?).?$",0000154
146,"^during this ""cost recovery period,"" the third party (may|can) charge for access to the selected materials? on its hosted web ?site.?$",0000155
147,"^each party agrees to only use the other party's resulting (digital|digitized) images and (indices?|index(es)?) under the same conditions imposed upon the (microfilmed|filmed) records by .*? in section 3 above,? except that neither party may sell copies of the other party's resulting (indices?|index(es)?).?$",0000156
148,"^each party hereby grants to the other party the non-exclusive,? perpetual,? worldwide,? irrevocable,? fully-paid,? and royalty-free permission to perform the tasks and (use|utilize) the (digital|digitized) images to the full extent contemplated in this agreement,? subject only to the restrictions set forth herein.?$",0000157
149,"^example 1: (.{2,80}) (may|can) duplicate your materials so that your materials (may|can) be loaned to (.{2,80}) family history centers around the world.?$",0000158
150,"^example 1: (.{2,80}) (may|can) duplicate your materials so that your materials (may|can) be loaned to (.{2,80}) global network of family history centers.?$",0000159
151,"^example 2: (.{2,80}) (may|can) extract( the)? data from your materials so that your materials (may|can) be searched more readily or so that so that data from your materials can be used to create a common pedigree of mankind.?$",0000160
152,"^example 2: (.{2,80}) (may|can) extract( the)? information (from|in) your materials so that your materials (may|can) be searched more readily or so that vital statistics from your materials can be incorporated into a common pedigree-type database.?$",0000161
153,"^example 3: (.{2,80}) (may|can) digitally scan your materials so that your materials (may|can) be posted on the internet and made accessible to registered genealogical researchers around the world.?$",0000162
154,"^example 3: (.{2,80}) (may|can) exchange your materials with commercial genealogical companies so that (.{2,80}) (may|can),? in return,? receive new data that will increase the total volume of information (.{2,80}) makes available to the public at no cost.?$",0000163
155,"^example 4: (.{2,80}) (may|can) digitally scan your materials so that your materials (may|can) be posted on the internet and made accessible to registered genealogical researchers around the world.?$",0000164
156,"^except as authorized by .*? or required by applicable law,? (.{2,80}) agrees to maintain the confidentiality of all restricted data as per privacy and data protection requirements and (will|shall) not disclose restricted data to third parties.?$",0000166
157,"^except to facilitate the creation of resources as permitted in paragraph 7 of this agreement,? (.{2,80}) may not make available any (digital|digitized) images of the (microfilmed|filmed) records through the internet and/or an intranet structure,? without the written consent of .*?.?$",0000167
158,"^exchanges or sales of the entire collection to a third party are,? however,? not allowed without .*? written permission.?$",0000168
159,"^(.{2,80}) ((shall/will/may|shall|will|may|can)) store (the )?((digital|digitized|digital/digitized)) images and ((may|can|can/may)) (transform|migrate) them (to|into) the formats and audiovisual (media|means|mediums?) best suited to meet the needs of (.{2,80}),? who may reproduce,? distribute,? exhibit,? (use|utilize),? and permit( the)? use of the ((digital|digitized|digital/digitized)) images,? for non-?profit purposes,? through whatever( technology and in whatever )?audiovisual media now known or developed in the future( \(""use rights""\))?.?$",0000169
160,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) generated by its work within its system to encourage genealogical research.?$",0000170
161,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (produced )?within ((.{2,80})(''s)?|it''?s|our|their) (own )?systems?,? to further (its )?genealogical research.?$",0000171
162,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to (use|utilize) copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (produced )?within ((.{2,80})(''s)?|it''?s|our|their) (own )?systems?,? to further genealogical research.?$",0000172
163,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to (use|utilize) one intermediate negative to make additional copies for use within ((.{2,80})(''s)?|it''?s|our|their) (own )?systems?,? to further genealogical research.?$",0000173
164,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to (use|utilize) records and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) freely within ((.{2,80})(''s)?|it''?s|their) system.?$",0000174
165,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to circulate copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) within ((.{2,80})(''s)?|it''?s|their) genealogical research system and (to )?((.{2,80})(''s)?|it''?s|their) members.?$",0000175
166,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to circulate copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) within ((.{2,80})(''s)?|it''?s|their) genealogical research system.?$",0000176
167,"^(.{2,80}) ((is|will be|shall be) (allowed|permitted) to|may) distribute and( to)? (use|utilize) copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in any way which will promote genealogical research and information dissemination.?$",0000177
168,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to distribute and( to)? (use|utilize) copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in any manner that can promote genealogical research and the propagation of information.?$",0000178
169,"^(in return for it''?s cooperation,? )?(by way of this acquisition,? )?(.{2,80}) (is|will be|shall be) (allowed|permitted) to produce and circulate copies (from its developed)?(of )?(the|this|these|their|it''?s)? (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|records?) within ((.{2,80})(''s)?|it''?s|their) genealogical research system and to ((.{2,80})(''s)?|it''?s|their) members.?$",0000181
170,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to produce and circulate copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) within ((.{2,80})(''s)?|it''?s|their) genealogical research system.?$",0000182
171,"^(.{2,80}) (is|will be|shall be) (allowed|permitted) to produce and circulate copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) within its family history centers and to ((.{2,80})(''s)?|it''?s|their) members.?$",0000183
